Cycle,PC001,PC002,PC003,PC004,PC005,PC006,PC007,PC008,PC009,PC010,PC011,PC012,PC013,PC014,PC015,PC016,PC017,PC018,PC019,PC020,PC021,PC022,PC023,PC024,PC025,PC026,PC027,PC028,PC029,PC030,PC031,PC032,PC033,PC034,PC035,PC036,PC037,PC038,PC039,PC040,PC041,PC042,PC043,PC044,PC045,PC046,PC047,PC048,PC049,PC050,PC051,PC052,PC053,PC054,PC055,PC056,PC057,PC058,PC059,PC060,PC061,PC062,PC063,PC064,PC065,PC066,PC067,PC068,PC069,PC070,PC071,PC072,PC073,PC074,PC075,PC076,PC077,PC078,PC079,PC080,PC081,PC082,PC083,PC084,PC085,PC086,PC087,PC088,PC089,PC090,PC091,PC092,PC093,PC094,PC095,PC096,PC097,PC098,PC099,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131
412,,,,,,,34.556,,,,,,,,,,,,,,,,,,,36.041,36.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.206,,35.955,,,29.99,,34.153,,,,36.297,34.993,36.42,,,,,4.295,,64.447,71.436,73.375,26.772,26.33,17.497,,,,,,,,,,0.750791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,,,,,,34.535,,,,,,,,,,,,,,,,,,,36.006,36.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.16,,35.937,,,29.873,,34.109,,,,36.293,34.974,36.396,,,,,4.153,,64.374,71.416,73.349,26.639,26.197,17.244,,,,,,,,,,0.741452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,34.514,,,,,,,,,,,,,,,,,,,35.977,36.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.12,,35.922,,,29.768,,34.07,,,,36.287,34.955,36.372,,,,,4.038,,64.3,71.394,73.321,26.524,26.07,17.003,,,,,,,,,,0.733622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,34.502,,,,,,,,,,,,,,,,,,,35.951,36.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.083,,35.908,,,29.666,,34.035,,,,36.281,34.932,36.351,,,,,3.94,,64.225,71.369,73.292,26.425,25.949,16.784,,,,,,,,,,0.727247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,34.493,,,,,,,,,,,,,,,,,,,35.929,36.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.048,,35.898,,,29.569,,34.007,,,,36.274,34.912,36.331,,,,,3.854,,64.151,71.346,73.263,26.337,25.83,16.572,,,,,,,,,,0.721655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,,,,,34.482,,,,,,,,,,,,,,,,,,,35.907,36.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.016,,35.883,,,29.474,,33.975,,,,36.267,34.893,36.309,,,,,3.773,,64.075,71.32,73.233,26.253,25.712,16.367,,,,,,,,,,0.716101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,,,,,,34.468,,,,,,,,,,,,,,,,,,,35.885,36.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.987,,35.871,,,29.384,,33.947,,,,36.261,34.875,36.288,,,,,3.713,,63.999,71.293,73.204,26.175,25.593,16.171,,,,,,,,,,0.712078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,,,,,34.46,,,,,,,,,,,,,,,,,,,35.864,36.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.959,,35.854,,,29.296,,33.915,,,,36.254,34.856,36.268,,,,,3.659,,63.924,71.268,73.174,26.1,20.656,15.975,,,,,,,,,,0.707984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,,,,,,34.445,,,,,,,,,,,,,,,,,,,35.845,36.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.93,,35.843,,,29.206,,33.891,,,,36.247,34.837,36.247,,,,,3.616,,63.848,71.241,73.143,26.029,,15.787,,,,,,,,,,0.70385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,34.437,,,,,,,,,,,,,,,,,,,35.826,36.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.903,,35.833,,,29.12,,33.864,,,,36.24,34.82,36.227,,,,,3.579,,63.772,71.213,73.112,25.961,,15.6,,,,,,,,,,0.69985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,34.431,,,,,,,,,,,,,,,,,,,35.805,36.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.876,,35.825,,,29.031,,33.84,,,,36.233,34.802,36.206,,,,,3.545,,63.695,71.185,73.08,25.894,,15.411,,,,,,,,,,0.696148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,34.411,,,,,,,,,,,,,,,,,,,35.786,36.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.85,,35.815,,,28.946,,33.816,,,,36.226,34.783,36.185,,,,,,,0,71.157,73.05,25.831,,15.221,,,,,,,,,,0.69239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,,,,,34.401,,,,,,,,,,,,,,,,,,,35.764,36.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.825,,35.804,,,28.862,,33.794,,,,36.219,34.766,36.166,,,,,,,,71.128,73.019,25.77,,15.026,,,,,,,,,,0.68904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,34.39,,,,,,,,,,,,,,,,,,,35.744,36.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.798,,35.793,,,28.776,,33.769,,,,36.212,34.749,36.146,,,,,,,,71.1,72.989,25.706,,14.826,,,,,,,,,,0.685798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,34.377,,,,,,,,,,,,,,,,,,,35.728,36.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.773,,35.784,,,28.694,,33.748,,,,36.205,34.731,36.126,,,,,,,,71.07,72.958,25.648,,14.637,,,,,,,,,,0.681806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,,,,,34.368,,,,,,,,,,,,,,,,,,,35.71,36.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.747,,35.773,,,28.61,,33.724,,,,36.198,34.715,36.106,,,,,,,,71.041,72.928,25.586,,14.454,,,,,,,,,,0.678482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,34.363,,,,,,,,,,,,,,,,,,,35.692,36.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,,35.764,,,28.526,,33.7,,,,36.191,34.7,36.085,,,,,,,,71.011,72.896,25.528,,14.269,,,,,,,,,,0.675003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,34.352,,,,,,,,,,,,,,,,,,,35.672,36.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.696,,35.754,,,28.441,,33.678,,,,36.183,34.683,36.064,,,,,,,,70.983,72.866,25.47,,14.099,,,,,,,,,,0.67149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,,,,,,34.334,,,,,,,,,,,,,,,,,,,35.652,36.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.669,,35.745,,,28.358,,33.654,,,,36.176,34.665,36.044,,,,,,,,70.953,72.835,25.413,,13.924,,,,,,,,,,0.667736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,34.327,,,,,,,,,,,,,,,,,,,35.633,36.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.645,,35.735,,,28.273,,33.631,,,,36.169,34.647,36.024,,,,,,,,70.923,72.804,25.356,,13.753,,,,,,,,,,0.66391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,34.328,,,,,,,,,,,,,,,,,,,35.615,36.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.618,,35.726,,,28.188,,33.609,,,,36.162,34.632,36.004,,,,,,,,70.894,72.774,25.303,,13.578,,,,,,,,,,0.660747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,34.322,,,,,,,,,,,,,,,,,,,35.594,36.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.594,,35.715,,,28.103,,33.585,,,,36.155,34.617,35.984,,,,,,,,70.863,72.744,25.252,,13.413,,,,,,,,,,0.657141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,34.308,,,,,,,,,,,,,,,,,,,35.573,36.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.568,,35.706,,,28.018,,33.562,,,,36.147,34.599,35.964,,,,,,,,70.833,72.712,25.197,,13.251,,,,,,,,,,0.653649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,34.291,,,,,,,,,,,,,,,,,,,35.554,36.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.543,,35.696,,,27.925,,33.539,,,,36.141,34.582,35.945,,,,,,,,70.804,72.681,25.145,,13.094,,,,,,,,,,0.650289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,34.301,,,,,,,,,,,,,,,,,,,35.533,36.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.518,,35.685,,,27.819,,33.511,,,,36.134,34.564,35.924,,,,,,,,70.774,72.652,25.092,,12.931,,,,,,,,,,0.646726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,34.286,,,,,,,,,,,,,,,,,,,35.512,36.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.492,,35.676,,,27.732,,33.495,,,,36.127,34.549,35.904,,,,,,,,70.743,72.622,25.038,,12.776,,,,,,,,,,0.643636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,34.278,,,,,,,,,,,,,,,,,,,35.493,36.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.466,,35.672,,,27.638,,33.47,,,,36.119,34.533,35.884,,,,,,,,70.713,72.592,24.985,,12.623,,,,,,,,,,0.640579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,34.265,,,,,,,,,,,,,,,,,,,35.471,36.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.441,,35.666,,,27.55,,33.445,,,,36.112,34.518,35.863,,,,,,,,70.685,72.561,24.931,,12.476,,,,,,,,,,0.637355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,34.255,,,,,,,,,,,,,,,,,,,35.45,0.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.415,,35.658,,,27.445,,33.423,,,,36.105,34.503,35.843,,,,,,,,70.653,72.531,24.88,,12.334,,,,,,,,,,0.634052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,34.245,,,,,,,,,,,,,,,,,,,35.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.391,,35.65,,,27.35,,33.399,,,,36.098,34.487,35.823,,,,,,,,70.625,72.501,24.829,,12.197,,,,,,,,,,0.630705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,34.235,,,,,,,,,,,,,,,,,,,35.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.367,,35.641,,,27.261,,33.375,,,,36.091,0,35.802,,,,,,,,70.595,72.472,24.779,,12.063,,,,,,,,,,0.62755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,,,,,,34.218,,,,,,,,,,,,,,,,,,,35.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.341,,35.632,,,27.17,,33.355,,,,36.084,,35.783,,,,,,,,70.564,72.442,24.727,,11.933,,,,,,,,,,0.62469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,,,,,,34.216,,,,,,,,,,,,,,,,,,,35.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.315,,35.622,,,27.08,,33.337,,,,36.076,,35.762,,,,,,,,70.534,72.412,24.68,,11.807,,,,,,,,,,0.621831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,,,,,,34.203,,,,,,,,,,,,,,,,,,,35.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.29,,35.612,,,26.994,,33.296,,,,36.069,,35.742,,,,,,,,70.502,72.382,24.63,,11.67,,,,,,,,,,0.61902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,34.203,,,,,,,,,,,,,,,,,,,35.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.264,,35.604,,,26.914,,33.089,,,,36.062,,35.722,,,,,,,,70.473,72.352,24.581,,11.543,,,,,,,,,,0.616093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,34.184,,,,,,,,,,,,,,,,,,,35.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.239,,35.595,,,26.83,,32.858,,,,36.056,,35.702,,,,,,,,70.442,72.324,24.533,,11.43,,,,,,,,,,0.613398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,,,,,,34.175,,,,,,,,,,,,,,,,,,,35.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.213,,35.585,,,26.744,,32.636,,,,36.05,,35.682,,,,,,,,70.412,72.294,24.488,,11.309,,,,,,,,,,0.610824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,,,,,,34.161,,,,,,,,,,,,,,,,,,,35.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.189,,35.576,,,26.459,,32.434,,,,36.043,,35.662,,,,,,,,70.38,72.264,24.44,,11.196,,,,,,,,,,0.607967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,34.147,,,,,,,,,,,,,,,,,,,35.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.163,,35.567,,,26.111,,32.265,,,,36.036,,35.642,,,,,,,,70.352,72.234,24.391,,11.077,,,,,,,,,,0.605256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,34.145,,,,,,,,,,,,,,,,,,,35.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.137,,35.558,,,25.76,,32.118,,,,36.029,,35.622,,,,,,,,70.32,72.204,24.342,,10.955,,,,,,,,,,0.602587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,,,,,,34.141,,,,,,,,,,,,,,,,,,,35.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.111,,35.549,,,25.437,,31.991,,,,36.023,,35.602,,,,,,,,70.291,72.175,24.294,,10.846,,,,,,,,,,0.599976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,34.121,,,,,,,,,,,,,,,,,,,35.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.086,,35.539,,,25.15,,31.884,,,,36.016,,35.557,,,,,,,,70.26,72.145,24.249,,10.734,,,,,,,,,,0.597302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,34.11,,,,,,,,,,,,,,,,,,,35.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.061,,35.529,,,24.898,,31.792,,,,36.009,,35.559,,,,,,,,70.229,72.116,24.203,,10.624,,,,,,,,,,0.595095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,,,,,,34.1,,,,,,,,,,,,,,,,,,,35.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.036,,35.519,,,24.68,,31.709,,,,36.003,,35.54,,,,,,,,70.199,72.085,24.155,,10.508,,,,,,,,,,0.592695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,34.094,,,,,,,,,,,,,,,,,,,35.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.011,,35.51,,,24.484,,31.631,,,,35.996,,35.444,,,,,,,,70.166,72.056,24.109,,10.382,,,,,,,,,,0.590281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,,,,,,,34.077,,,,,,,,,,,,,,,,,,,35.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.985,,35.501,,,24.313,,31.565,,,,35.989,,35.495,,,,,,,,70.138,72.027,24.065,,10.274,,,,,,,,,,0.587525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,,,,,,34.061,,,,,,,,,,,,,,,,,,,35.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.96,,35.49,,,24.155,,31.501,,,,35.983,,35.476,,,,,,,,70.108,71.998,24.023,,10.148,,,,,,,,,,0.58472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,34.904,,,,,,,,,,,,,,,,,,,36.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.264,,36.378,,,27.845,,33.419,,,,35.977,,35.457,,,,,,,,70.862,72.408,27.721,,10.706,,,,,,,,,,17.32248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,,,,,,34.089,,,,,,,,,,,,,,,,,,,35.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.21,,35.532,,,24.355,,31.754,,,,36.369,,36.116,,,,,,,,69.961,71.812,24.877,,,,,,,,,,,,0.587888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,,,,,,,34.047,,,,,,,,,,,,,,,,,,,35.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.105,,35.489,,,23.985,,31.633,,,,35.89,,35.447,,,,,,,,69.94,71.792,24.653,,,,,,,,,,,,0.519196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,34.013,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.031,,35.461,,,23.756,,31.548,,,,35.885,,35.394,,,,,,,,69.92,71.77,24.49,,,,,,,,,,,,0.506895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,,,,,,,34.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.967,,35.444,,,23.598,,31.478,,,,35.884,,35.212,,,,,,,,69.894,71.747,24.36,,,,,,,,,,,,0.500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,,,,,,33.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.913,,35.427,,,23.475,,31.416,,,,35.882,,35.06,,,,,,,,69.869,71.722,24.249,,,,,,,,,,,,0.496342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,33.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.864,,35.412,,,23.372,,31.358,,,,35.877,,34.93,,,,,,,,69.84,71.698,24.158,,,,,,,,,,,,0.492763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,,,,,,,33.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.821,,35.398,,,15.435,,31.308,,,,35.873,,34.819,,,,,,,,69.81,71.672,24.076,,,,,,,,,,,,0.489506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,33.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.782,,35.385,,,,,31.266,,,,35.868,,34.726,,,,,,,,69.782,71.645,24.002,,,,,,,,,,,,0.486728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,,,,,,33.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.744,,35.374,,,,,32.419,,,,35.863,,34.648,,,,,,,,69.752,71.619,23.935,,,,,,,,,,,,0.484407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,,,,,,33.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.708,,35.363,,,,,32.624,,,,35.857,,34.582,,,,,,,,69.721,71.592,23.87,,,,,,,,,,,,0.481837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,,,,,,33.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.677,,35.351,,,,,32.668,,,,35.832,,34.526,,,,,,,,69.691,71.566,23.814,,,,,,,,,,,,0.479623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,33.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.647,,35.341,,,,,32.691,,,,35.756,,34.476,,,,,,,,69.661,71.539,23.762,,,,,,,,,,,,0.477586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,,,,,,33.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.614,,35.336,,,,,32.703,,,,35.681,,34.43,,,,,,,,69.63,71.511,23.711,,,,,,,,,,,,0.475467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,,,,,,33.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.584,,35.328,,,,,32.707,,,,35.61,,34.387,,,,,,,,69.599,71.483,23.66,,,,,,,,,,,,0.473685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,,,,,,33.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.555,,35.321,,,,,32.709,,,,35.545,,34.346,,,,,,,,69.568,71.456,23.614,,,,,,,,,,,,0.471665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,,,,,,33.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.525,,35.308,,,,,32.704,,,,35.488,,34.307,,,,,,,,69.537,71.429,0,,,,,,,,,,,,0.469912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,33.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.495,,35.298,,,,,32.696,,,,35.44,,34.271,,,,,,,,42.176,71.401,,,,,,,,,,,,,0.468143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,,,,,,33.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.463,,35.289,,,,,32.683,,,,35.398,,34.244,,,,,,,,,71.372,,,,,,,,,,,,,0.466585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,33.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.432,,35.28,,,,,32.675,,,,35.364,,34.228,,,,,,,,,71.344,,,,,,,,,,,,,0.464836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,,,,,,33.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.401,,35.272,,,,,32.666,,,,35.335,,34.22,,,,,,,,,71.316,,,,,,,,,,,,,0.463331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,,,,,,,33.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.368,,35.264,,,,,32.652,,,,35.309,,34.214,,,,,,,,,71.289,,,,,,,,,,,,,0.461791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,,,,,,33.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.335,,35.256,,,,,32.641,,,,35.286,,34.204,,,,,,,,,71.26,,,,,,,,,,,,,0.460211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,,,,,,,33.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.304,,35.248,,,,,32.627,,,,35.265,,,,,,,,,,,71.233,,,,,,,,,,,,,0.458629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,,,,,,33.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.274,,35.24,,,,,32.616,,,,35.244,,,,,,,,,,,71.204,,,,,,,,,,,,,0.457072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,,,,,,33.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.242,,35.233,,,,,32.603,,,,35.225,,,,,,,,,,,71.177,,,,,,,,,,,,,0.455727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,,,,,,,33.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.21,,35.229,,,,,32.593,,,,35.21,,,,,,,,,,,71.149,,,,,,,,,,,,,0.454279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,,,,,,33.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.18,,35.222,,,,,32.581,,,,35.204,,,,,,,,,,,71.121,,,,,,,,,,,,,0.453014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,33.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.149,,35.213,,,,,32.572,,,,35.204,,,,,,,,,,,71.094,,,,,,,,,,,,,0.451771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,33.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.117,,35.204,,,,,32.553,,,,35.206,,,,,,,,,,,71.066,,,,,,,,,,,,,0.450121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,,,,,,,33.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.088,,35.196,,,,,32.534,,,,35.208,,,,,,,,,,,71.038,,,,,,,,,,,,,0.44891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
